FILEID,STUSAB,SUMLEV,GEOVAR,GEOCOMP,CHARITER,CIFSN,LOGRECNO,GEOID,GEOCODE,REGION,DIVISION,STATE,STATENS,COUNTY,COUNTYCC,COUNTYNS,COUSUB,COUSUBCC,COUSUBNS,SUBMCD,SUBMCDCC,SUBMCDNS,ESTATE,ESTATECC,ESTATENS,CONCIT,CONCITCC,CONCITNS,PLACE,PLACECC,PLACENS,TRACT,BLKGRP,BLOCK,AIANHH,AIHHTLI,AIANHHFP,AIANHHCC,AIANHHNS,AITS,AITSFP,AITSCC,AITSNS,TTRACT,TBLKGRP,ANRC,ANRCCC,ANRCNS,CBSA,MEMI,CSA,METDIV,NECTA,NMEMI,CNECTA,NECTADIV,CBSAPCI,NECTAPCI,UA,UATYPE,UR,CD116,CD118,CD119,CD120,CD121,SLDU18,SLDU22,SLDU24,SLDU26,SLDU28,SLDL18,SLDL22,SLDL24,SLDL26,SLDL28,VTD,VTDI,ZCTA,SDELM,SDSEC,SDUNI,PUMA,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,GCUNI,POP100,HU100,INTPTLAT,INTPTLON,LSADC,PARTFLAG,UGA,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010027,P0010028,P0010029,P0010030,P0010031,P0010032,P0010033,P0010034,P0010035,P0010036,P0010037,P0010038,P0010039,P0010040,P0010041,P0010042,P0010043,P0010044,P0010045,P0010046,P0010047,P0010048,P0010049,P0010050,P0010051,P0010052,P0010053,P0010054,P0010055,P0010056,P0010057,P0010058,P0010059,P0010060,P0010061,P0010062,P0010063,P0010064,P0010065,P0010066,P0010067,P0010068,P0010069,P0010070,P0010071,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020013,P0020014,P0020015,P0020016,P0020017,P0020018,P0020019,P0020020,P0020021,P0020022,P0020023,P0020024,P0020025,P0020026,P0020027,P0020028,P0020029,P0020030,P0020031,P0020032,P0020033,P0020034,P0020035,P0020036,P0020037,P0020038,P0020039,P0020040,P0020041,P0020042,P0020043,P0020044,P0020045,P0020046,P0020047,P0020048,P0020049,P0020050,P0020051,P0020052,P0020053,P0020054,P0020055,P0020056,P0020057,P0020058,P0020059,P0020060,P0020061,P0020062,P0020063,P0020064,P0020065,P0020066,P0020067,P0020068,P0020069,P0020070,P0020071,P0020072,P0020073
PLST,NY,50,0,0,0,3,28,0500000US36053,36053,1,2,36,1779796,53,H1,974125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45060,1,532,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1696054036,16691322,Madison,Madison County,A,,68016,30551,42.9100255,-75.6635749,6,,,68016,64297,61504,1120,466,679,11,517,3719,3556,495,1087,273,6,1591,29,4,6,31,6,3,11,10,4,0,117,36,1,1,13,11,1,29,4,3,0,5,0,4,4,0,0,0,5,0,0,33,3,1,9,8,1,0,5,0,0,0,3,1,0,2,0,13,1,9,0,0,2,1,0,0,68016,1673,66343,63333,60965,1071,435,664,11,187,3010,2911,478,1041,263,6,1071,14,3,2,9,6,3,5,7,3,0,75,33,1,0,3,9,0,9,4,3,0,5,0,4,4,0,0,0,0,0,0,15,0,1,1,6,1,0,5,0,0,0,1,0,0,0,0,9,1,8,0,0,0,0,0,0
PLST,NY,50,0,0,0,3,29,0500000US36055,36055,1,2,36,1779796,55,H1,974126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40380,1,464,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1701475181,1838271361,Monroe,Monroe County,A,,759443,336262,43.2503466,-77.7005177,6,,,759443,705359,521127,118879,2094,32630,270,30359,54084,50326,10697,6094,5649,151,22022,1234,463,88,3104,47,15,209,128,212,213,3229,1367,232,18,808,92,6,348,82,114,7,22,12,82,10,8,5,1,5,2,8,493,65,15,330,19,22,0,5,7,0,8,7,8,0,0,7,34,9,18,3,3,1,0,2,2,759443,72745,686698,655616,506153,112710,1320,32294,181,2958,31082,29335,9305,5668,5474,139,6256,1054,411,82,670,39,9,13,108,90,17,1612,987,189,16,128,81,6,39,81,28,0,13,8,14,10,0,4,0,0,2,6,126,50,13,18,18,6,0,1,0,0,6,7,0,0,0,7,9,0,5,0,3,1,0,0,0
PLST,NY,50,0,0,0,3,30,0500000US36057,36057,1,2,36,1779796,57,H1,974127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220,2,104,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1044051408,18614750,Montgomery,Montgomery County,A,,49532,22857,42.9008912,-74.4353575,6,,,49532,45079,40209,1267,159,489,20,2935,4453,4189,535,797,179,10,2442,20,1,0,153,1,0,10,1,13,27,234,74,20,0,58,8,14,42,1,6,0,0,0,0,0,1,3,1,0,0,6,26,3,0,15,0,6,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,0,0,2,2,49532,7312,42220,40005,38237,987,83,479,9,210,2215,2115,429,758,174,10,679,19,0,0,23,1,0,3,1,11,7,86,46,10,0,8,3,12,3,1,1,0,0,0,0,0,0,0,1,0,0,1,12,3,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
PLST,NY,50,0,0,0,3,31,0500000US36059,36059,1,2,36,1779796,59,H1,974128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35620,1,408,35004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736959587,437291722,Nassau,Nassau County,A,,1395774,476732,40.7296118,-73.5894144,6,,,1395774,1278463,817196,153274,6219,164201,435,137138,117311,111380,6661,3043,10053,172,74643,1394,1706,167,8467,468,14,1636,311,2358,287,5100,926,438,28,1404,58,8,1083,83,590,23,41,0,118,18,212,4,2,32,1,31,759,106,4,466,15,104,7,6,15,0,12,2,10,0,5,7,71,24,44,0,2,0,1,1,1,1395774,256425,1139349,1103621,779454,147216,1714,163165,292,11780,35728,33783,5481,2280,9552,147,7367,1164,1594,152,3416,418,9,91,304,1723,85,1743,510,383,27,249,48,6,17,78,134,0,38,0,29,12,171,4,2,13,0,22,172,63,1,29,9,54,4,0,0,0,11,1,0,0,0,0,30,16,11,0,2,0,1,0,0
PLST,NY,50,0,0,0,3,32,0500000US36061,36061,1,2,36,1779796,61,H6,974129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35620,1,408,35614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58679457,29014840,New York,New York County,C,,1694251,913926,40.7766419,-73.9701871,6,,,1694251,1518810,847604,229361,9969,221995,1795,208086,175441,160970,14561,4129,23572,400,81363,3004,1877,171,25334,256,33,2230,1616,1660,764,12109,2479,779,23,4489,241,11,1691,297,1046,48,126,14,494,26,209,43,9,33,10,41,2141,207,10,1664,12,146,6,8,51,0,19,3,11,2,0,2,204,49,126,20,0,1,8,17,17,1694251,402640,1291611,1228622,793294,199592,1895,219624,882,13335,62989,59114,11317,3063,22815,357,12092,2205,1661,138,2986,196,13,46,1530,666,29,3514,1219,643,21,467,190,6,45,272,310,13,96,14,76,22,97,8,9,5,0,1,324,152,4,84,5,48,0,8,0,0,12,0,10,0,0,1,33,21,10,2,0,0,0,4,4
PLST,NY,50,0,0,0,3,33,0500000US36063,36063,1,2,36,1779796,63,H1,974130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15380,1,160,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1352887560,1598842379,Niagara,Niagara County,A,,212666,100156,43.2726719,-78.8129431,6,,,212666,200302,175821,16740,2428,2459,47,2807,12364,11566,3430,3003,763,50,3601,242,46,10,284,13,8,59,20,28,9,725,371,56,2,122,34,1,79,11,21,0,0,2,10,0,2,0,0,5,0,9,62,15,4,26,0,4,1,0,0,0,3,7,2,0,0,0,11,4,6,0,0,0,1,0,0,212666,7818,204848,195412,173691,16206,2294,2439,45,737,9436,8920,3230,2896,745,50,1565,209,42,10,113,13,6,8,18,15,0,480,335,49,0,38,27,1,0,10,10,0,0,2,0,0,2,0,0,4,0,2,28,14,0,2,0,4,1,0,0,0,0,7,0,0,0,0,8,2,6,0,0,0,0,0,0
PLST,NY,50,0,0,0,3,34,0500000US36065,36065,1,2,36,1779796,65,H1,974131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46540,1,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3139921908,117357161,Oneida,Oneida County,A,,232125,104919,43.2427273,-75.4342824,6,,,232125,218604,185042,16184,692,10626,93,5967,13521,12812,2995,2267,1158,64,5341,226,81,15,514,20,1,31,22,51,26,637,262,45,1,150,6,4,79,25,21,1,18,0,5,9,5,2,2,0,2,0,58,6,0,43,0,0,0,0,1,0,5,0,3,0,0,0,13,4,7,2,0,0,0,1,1,232125,15191,216934,207804,180984,14989,508,10522,72,729,9130,8743,2656,2169,1117,64,2314,187,70,14,85,16,1,2,19,28,1,361,199,45,1,44,6,4,5,22,8,0,9,0,2,9,5,2,0,0,0,0,18,6,0,10,0,0,0,0,0,0,0,0,2,0,0,0,8,4,4,0,0,0,0,0,0
PLST,NY,50,0,0,0,3,35,0500000US36067,36067,1,2,36,1779796,67,H1,974132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45060,1,532,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016027798,70512843,Onondaga,Onondaga County,A,,476516,211343,43.0065163,-76.1961336,6,,,476516,443829,353232,56947,3364,20235,138,9913,32687,30401,7898,6018,2857,187,10628,709,255,60,1394,54,8,96,66,105,66,2034,908,156,28,412,73,8,193,85,80,3,3,3,42,7,20,7,0,0,1,5,228,42,9,127,2,19,0,5,5,0,17,0,0,0,0,2,24,12,8,0,3,0,1,0,0,476516,26572,449944,426820,347290,54410,2940,20119,106,1955,23124,21708,7248,5717,2790,163,4270,618,234,60,383,43,6,29,57,79,11,1313,723,143,28,142,65,8,32,85,42,3,3,3,20,3,10,2,0,0,1,0,90,31,5,25,2,12,0,5,1,0,9,0,0,0,0,0,13,9,0,0,3,0,1,0,0
PLST,NY,50,0,0,0,3,36,0500000US36069,36069,1,2,36,1779796,69,H1,974133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40380,1,464,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1668147120,47854414,Ontario,Ontario County,A,,112458,52585,42.8563575,-77.3034967,6,,,112458,105861,98880,2662,265,1383,24,2647,6597,6236,1181,1460,552,41,2759,20,21,4,158,3,1,17,9,10,0,307,76,19,4,84,35,0,34,21,8,10,1,0,5,0,2,3,4,0,1,0,39,0,2,9,2,0,0,6,4,0,9,4,3,0,0,0,5,0,5,0,0,0,0,10,10,112458,6113,106345,101848,97397,2439,197,1374,23,418,4497,4311,1065,1400,542,33,1169,20,14,4,45,3,1,2,8,5,0,168,71,15,0,23,33,0,0,15,0,9,1,0,1,0,0,0,0,0,0,0,12,0,2,0,1,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,6
PLST,NY,50,0,0,0,3,37,0500000US36071,36071,1,2,36,1779796,71,H1,974134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39100,1,408,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2103893102,68032228,Orange,Orange County,A,,401310,146879,41.4024096,-74.3062522,6,,,401310,360810,248085,45543,2949,12025,185,52023,40500,37526,4553,2767,2206,99,22764,743,355,25,3078,39,7,539,69,209,73,2454,807,131,2,719,53,8,379,80,129,13,23,1,69,0,23,5,1,3,1,7,488,92,2,334,4,24,0,2,9,3,7,4,6,0,0,1,32,8,16,6,0,0,2,0,0,401310,89744,311566,297724,231848,41341,754,11665,104,12012,13842,12832,3557,2386,2039,89,3137,569,318,21,500,32,1,14,54,91,24,911,525,93,2,91,47,8,23,64,31,3,7,1,5,0,0,5,1,0,0,5,79,51,2,11,2,5,0,2,0,0,3,2,1,0,0,0,20,7,9,2,0,0,2,0,0
PLST,NY,50,0,0,0,3,38,0500000US36073,36073,1,2,36,1779796,73,H1,974135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40380,1,464,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013366838,1103741900,Orleans,Orleans County,A,,40343,18209,43.3399059,-78.2070281,6,,,40343,37906,34643,1951,223,154,13,922,2437,2320,592,682,94,4,869,16,8,4,22,2,0,7,11,9,0,91,29,9,6,6,0,3,6,9,2,7,5,0,2,5,1,0,0,1,0,0,25,3,0,8,0,5,0,0,2,0,0,2,0,5,0,0,1,0,0,0,0,1,0,0,0,40343,2087,38256,36361,34037,1840,177,154,12,141,1895,1812,564,629,93,4,498,5,8,2,0,2,0,1,5,1,0,74,29,9,2,3,0,3,1,9,2,7,5,0,2,0,1,0,0,1,0,0,9,3,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,50,0,0,0,3,39,0500000US36075,36075,1,2,36,1779796,75,H1,974136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45060,1,532,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2464751380,933476017,Oswego,Oswego County,A,,117525,54470,43.4614431,-76.2092618,6,,,117525,111261,107264,1584,508,871,31,1003,6264,5964,779,2251,343,49,2381,34,16,11,59,3,0,22,14,0,2,260,68,9,4,34,38,12,34,12,12,0,8,6,8,2,7,0,0,0,3,3,28,10,0,12,0,1,1,0,1,3,0,0,0,0,0,0,5,5,0,0,0,0,0,7,7,117525,3616,113909,108728,105710,1370,457,870,19,302,5181,4990,729,2192,336,44,1599,28,16,10,20,3,0,0,13,0,0,167,59,8,0,7,38,12,5,12,5,0,8,6,0,0,4,0,0,0,3,0,15,5,0,7,0,1,1,0,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,4,4
PLST,NY,50,0,0,0,3,40,0500000US36077,36077,1,2,36,1779796,77,H1,974137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36580,2,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2594487152,36314099,Otsego,Otsego County,A,,58524,29838,42.6297762,-75.028841,6,,,58524,55396,52403,1286,121,827,11,748,3128,2947,396,789,309,21,1310,14,6,1,55,1,0,11,4,20,10,139,58,9,0,9,4,0,27,3,8,0,4,0,4,5,4,2,0,0,2,0,20,0,0,9,0,3,0,5,0,0,3,0,0,0,0,0,22,12,9,1,0,0,0,0,0,58524,2392,56132,53788,51490,1189,109,813,7,180,2344,2246,367,766,309,21,713,8,6,1,30,1,0,4,3,14,3,68,39,5,0,3,4,0,7,3,1,0,1,0,0,1,4,0,0,0,0,0,13,0,0,3,0,2,0,5,0,0,3,0,0,0,0,0,17,12,5,0,0,0,0,0,0
PLST,NY,50,0,0,0,3,41,0500000US36079,36079,1,2,36,1779796,79,H1,974138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35620,1,408,35614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596224258,41226168,Putnam,Putnam County,A,,97668,38308,41.4279067,-73.7438608,6,,,97668,88221,75406,2828,425,2225,25,7312,9447,8941,569,621,636,20,6578,39,30,11,288,10,3,78,19,25,14,420,79,23,2,142,13,8,93,20,13,5,4,2,16,0,0,0,0,0,0,0,75,9,0,60,4,1,0,0,0,0,1,0,0,0,0,0,6,0,3,0,3,0,0,5,5,97668,17760,79908,77166,71942,2425,80,2146,12,561,2742,2585,469,540,577,19,827,39,25,10,44,10,0,5,19,1,0,125,26,23,2,17,13,5,0,20,6,0,4,2,7,0,0,0,0,0,0,0,21,9,0,8,4,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,3,0,0,5,5
PLST,NY,50,0,0,0,3,42,0500000US36081,36081,1,2,36,1779796,81,H6,974139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35620,1,408,35614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281594050,188444349,Queens,Queens County,C,,2405464,896333,40.6546581,-73.8412089,6,,,2405464,2162100,621475,403077,30513,660631,1718,444686,243364,227358,11488,3268,16756,264,122043,3951,6335,923,34395,2829,167,8461,1358,13164,1956,13252,2197,756,48,4069,185,23,2518,196,1113,39,181,11,448,95,835,86,44,202,38,168,2493,357,22,1583,32,257,4,13,73,3,27,21,31,8,20,42,242,74,152,9,3,4,0,19,19,2405464,667861,1737603,1653491,549358,381375,9576,656583,1110,55489,84112,79132,8617,1815,15952,219,8107,3251,6051,888,16628,2688,105,1362,1294,11070,1085,4281,972,602,36,576,130,8,50,168,284,1,148,9,144,75,689,53,42,152,15,127,629,276,15,107,32,111,0,8,13,0,7,13,12,8,17,10,63,26,34,0,3,0,0,7,7
PLST,NY,50,0,0,0,3,43,0500000US36083,36083,1,2,36,1779796,83,H1,974140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10580,1,104,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1689859763,33525770,Rensselaer,Rensselaer County,A,,161130,74197,42.7104206,-73.5138454,6,,,161130,149004,126828,12872,441,5776,25,3062,12126,11345,2588,2498,1017,37,4251,219,69,11,528,22,7,38,21,27,12,715,307,33,5,207,35,6,65,10,22,0,7,1,4,5,2,1,0,1,1,3,64,15,2,35,3,0,0,0,2,0,0,0,3,0,4,0,1,1,0,0,0,0,0,1,1,161130,9482,151648,143144,124600,11800,310,5711,17,706,8504,8056,2269,2406,986,32,1859,187,68,6,156,22,7,13,20,25,0,418,255,33,4,54,26,0,11,10,8,0,7,1,0,5,0,1,0,0,0,3,30,15,2,10,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,50,0,0,0,3,44,0500000US36085,36085,1,2,36,1779796,85,H6,974141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35620,1,408,35614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148982680,117441533,Richmond,Richmond County,C,,495747,183692,40.5612628,-74.1398995,6,,,495747,456927,295519,52039,3599,59279,234,46257,38820,36298,3464,1302,3341,98,22105,726,453,59,3235,63,12,827,165,330,118,2161,452,131,10,641,53,6,360,53,214,10,37,7,110,10,32,13,3,4,4,11,333,44,1,236,5,31,2,2,7,0,3,1,1,0,0,0,26,7,15,1,2,0,1,2,2,495747,96960,398787,387469,277981,46835,624,58753,135,3141,11318,10597,2652,945,3051,84,1733,537,405,40,794,50,6,11,131,148,10,649,219,93,10,82,29,2,2,52,51,3,29,4,19,4,22,12,3,3,0,10,64,29,1,12,2,12,2,2,0,0,3,1,0,0,0,0,8,0,8,0,0,0,0,0,0
PLST,NY,50,0,0,0,3,45,0500000US36087,36087,1,2,36,1779796,87,H1,974142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35620,1,408,35614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449217749,66844037,Rockland,Rockland County,A,,338329,108068,41.1546276,-74.0246616,6,,,338329,311029,214890,35542,1716,20685,110,38086,27300,25624,1753,770,1642,25,18193,344,261,37,1690,69,1,445,78,215,101,1378,353,84,4,413,36,5,265,22,116,4,11,2,24,3,23,2,0,1,4,6,241,23,0,167,0,20,12,0,5,0,6,0,5,0,0,3,51,9,33,9,0,0,0,6,6,338329,66451,271878,264178,206113,33775,390,20413,42,3445,7700,7217,1396,577,1554,19,2557,291,231,32,333,52,1,14,70,80,10,435,225,62,4,39,27,5,5,20,18,0,6,2,9,1,11,0,0,0,0,1,26,9,0,6,0,5,0,0,1,0,0,0,5,0,0,0,22,9,7,6,0,0,0,0,0
PLST,NY,50,0,0,0,3,46,0500000US36089,36089,1,2,36,1779796,89,H1,977309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36300,2,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6939914687,367260873,St. Lawrence,St. Lawrence County,A,,108505,51612,44.4881125,-75.074311,6,,,108505,103942,97530,3074,1194,1105,34,1005,4563,4323,551,1928,292,28,1359,16,18,14,61,6,0,6,41,3,0,183,62,19,1,10,20,4,16,17,12,0,0,1,4,2,0,1,0,0,4,10,46,17,2,13,2,1,2,0,4,1,0,0,0,3,1,0,9,6,0,0,3,0,0,2,2,108505,2832,105673,101893,96556,2788,1143,1089,19,298,3780,3638,494,1902,289,22,822,11,16,9,25,4,0,0,41,3,0,112,48,13,0,1,20,4,3,17,0,0,0,0,0,2,0,0,0,0,0,4,27,17,2,3,2,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0
PLST,NY,50,0,0,0,3,47,0500000US36091,36091,1,2,36,1779796,91,H1,974143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10580,1,104,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097880439,87571790,Saratoga,Saratoga County,A,,235509,109919,43.1061353,-73.8553872,6,,,235509,220928,206278,4047,438,7494,68,2603,14581,13851,1716,3502,1761,89,6280,63,67,10,253,4,6,39,14,47,0,637,180,74,4,125,43,5,107,31,34,2,1,0,23,0,0,0,1,7,0,0,89,21,3,47,3,3,2,0,4,1,0,3,0,0,2,0,4,1,3,0,0,0,0,0,0,235509,8667,226842,216171,203781,3752,301,7444,60,833,10671,10261,1577,3404,1711,80,3204,59,58,10,95,3,4,4,14,38,0,376,152,63,4,55,42,4,7,31,8,2,0,0,1,0,0,0,0,7,0,0,34,14,0,10,0,3,2,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
PLST,NY,50,0,0,0,3,48,0500000US36093,36093,1,2,36,1779796,93,H1,974144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10580,1,104,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529862599,12594060,Schenectady,Schenectady County,A,,158061,70794,42.8175516,-74.0435592,6,,,158061,142902,107493,17322,1125,8354,145,8463,15159,14167,3251,1870,1209,33,4352,350,147,41,1030,156,25,145,51,1271,236,914,374,69,5,201,28,0,79,17,49,9,15,0,30,5,12,0,0,7,5,9,77,5,0,42,2,14,5,0,5,0,1,0,0,0,3,0,1,0,1,0,0,0,0,0,0,158061,12505,145556,134631,104878,15943,930,8281,130,4469,10925,10323,2869,1770,1183,29,1726,282,130,39,515,146,25,107,47,1244,211,580,295,52,5,71,28,0,10,17,31,0,15,0,18,5,12,0,0,7,5,9,22,5,0,2,2,7,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,50,0,0,0,3,49,0500000US36095,36095,1,2,36,1779796,95,H1,974145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10580,1,104,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610503552,11676951,Schoharie,Schoharie County,A,,29714,16449,42.591294,-74.4381718,6,,,29714,28018,27112,305,83,211,3,304,1696,1594,140,535,73,11,808,11,3,3,4,0,0,0,0,0,6,77,31,3,8,12,6,2,1,6,4,1,0,0,0,2,0,0,0,1,0,0,22,0,0,16,0,0,0,3,0,0,0,0,3,0,0,0,3,2,0,1,0,0,0,0,0,29714,1075,28639,27339,26658,277,68,210,3,123,1300,1240,136,527,68,9,489,10,1,0,0,0,0,0,0,0,0,52,27,1,0,10,6,2,1,4,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,50,0,0,0,3,50,0500000US36097,36097,1,2,36,1779796,97,H1,974146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850405404,36246373,Schuyler,Schuyler County,A,,17898,9621,42.4197755,-76.938603,6,,,17898,17103,16750,101,50,108,1,93,795,745,100,344,43,1,215,2,2,0,4,3,2,18,7,4,0,45,15,2,0,8,4,0,8,0,4,1,1,0,0,2,0,0,0,0,0,0,5,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17898,329,17569,16899,16618,91,38,108,1,43,670,645,92,340,43,1,153,2,2,0,0,3,0,0,7,2,0,25,10,2,0,7,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,50,0,0,0,3,51,0500000US36099,36099,1,2,36,1779796,99,H1,974147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42900,2,464,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838372770,172818530,Seneca,Seneca County,A,,33814,16096,42.7822943,-76.827088,6,,,33814,32039,29737,1414,162,269,3,454,1775,1679,349,535,103,8,643,16,1,0,14,3,0,0,3,1,3,86,28,4,0,5,15,0,8,9,0,6,4,0,0,1,6,0,0,0,0,0,9,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,33814,1367,32447,31038,29273,1263,151,268,3,80,1409,1352,329,522,96,8,376,14,0,0,2,3,0,0,2,0,0,51,26,4,0,2,9,0,0,3,0,0,4,0,0,0,3,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,50,0,0,0,3,52,0500000US36101,36101,1,2,36,1779796,101,H1,974148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18500,2,236,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3601398422,35039875,Steuben,Steuben County,A,,93584,47327,42.2667252,-77.3855253,6,,,93584,88966,84953,1469,234,1633,12,665,4618,4446,801,1653,340,26,1556,31,4,0,31,1,0,0,0,3,0,134,42,6,0,24,4,3,21,7,18,0,4,0,1,0,0,0,2,0,0,2,35,0,5,6,12,9,0,0,1,0,1,0,0,0,1,0,3,3,0,0,0,0,0,0,0,93584,1718,91866,87886,84338,1416,203,1616,12,301,3980,3876,768,1620,335,26,1092,20,4,0,9,1,0,0,0,1,0,78,42,6,0,10,4,2,1,7,1,0,4,0,1,0,0,0,0,0,0,0,23,0,0,1,12,9,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0
PLST,NY,50,0,0,0,3,53,0500000US36103,36103,1,2,36,1779796,103,H1,974149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35620,1,408,35004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2359930478,3786764809,Suffolk,Suffolk County,A,,1525920,578940,40.943554,-72.6922183,6,,,1525920,1378708,1022846,114294,9188,65779,427,166174,147212,139521,10309,6106,9102,311,96889,2746,1002,159,6894,161,18,4311,205,1055,253,6766,1620,421,56,1836,150,9,1557,132,545,19,58,9,166,24,118,13,9,7,3,14,854,129,6,521,22,101,5,11,30,2,16,2,9,0,0,0,56,25,29,0,0,2,0,15,15,1525920,332959,1192961,1152439,967330,107268,3102,65019,241,9479,40522,37893,8511,4759,8544,260,9390,2380,905,149,1940,127,9,81,193,600,45,2401,1127,332,48,306,121,8,26,129,85,8,49,9,39,20,83,5,2,0,0,4,208,83,2,51,7,42,0,11,0,0,6,2,4,0,0,0,19,16,1,0,0,2,0,1,1
